 
                                                                                                                                                                                                                                                                
 
gvkey     iid    datadate    tic                      prccd                 prcod
003138    01     20080424    COKE                   59.0200               58.3800
003138    01     20080425    COKE                   59.2900               58.4700
003138    01     20080428    COKE                   59.6600               59.5000
003138    01     20080429    COKE                   58.4000               59.8700
003138    01     20080430    COKE                   57.2200               58.9100
003138    01     20080501    COKE                   58.2000               57.8100
003138    01     20080502    COKE                   57.3300               59.3800
003138    01     20080505    COKE                   57.0500               57.3300
003138    01     20080506    COKE                   57.5900               57.9900
003138    01     20080507    COKE                   56.7500               57.6300
003138    01     20080508    COKE                   56.7300               56.7500
003138    01     20080509    COKE                   57.0000               56.4700
003138    01     20080512    COKE                   57.4800               57.0000
003138    01     20080513    COKE                   56.8900               57.6300
003138    01     20080514    COKE                   56.2900               56.6700
003138    01     20080515    COKE                   56.6600               56.2900
003138    01     20080516    COKE                   55.8400               57.0100
003138    01     20080519    COKE                   55.8600               55.5300
003138    01     20080520    COKE                   55.1600               55.5000
003138    01     20080521    COKE                   54.4800               55.8200
003138    01     20080522    COKE                   53.5500               54.2800
003138    01     20080523    COKE                   53.6600               53.4000
003138    01     20080527    COKE                   53.7300               53.9800
003138    01     20080528    COKE                   53.3600               54.5000
003138    01     20080529    COKE                   53.3000               53.0900
003138    01     20080530    COKE                   51.7200               52.9000
003138    01     20080602    COKE                   49.8300               51.4600
003138    01     20080603    COKE                   48.1800               49.5600
003138    01     20080604    COKE                   47.7300               48.1000
003138    01     20080605    COKE                   48.3500               48.0000
003138    01     20080606    COKE                   46.0600               48.3500
003138    01     20080609    COKE                   46.1200               46.1000
003138    01     20080610    COKE                   46.8600               46.0500
003138    01     20080611    COKE                   45.0000               47.0000
003138    01     20080612    COKE                   45.2700               46.4300
003138    01     20080613    COKE                   45.0900               45.9300
003138    01     20080616    COKE                   45.0300               46.2100
003138    01     20080617    COKE                   44.6000               44.6700
003138    01     20080618    COKE                   43.2500               44.1300
003138    01     20080619    COKE                   43.4800               43.3900
003138    01     20080620    COKE                   42.2400               42.9500
003138    01     20080623    COKE                   42.5000               42.6600
003138    01     20080624    COKE                   40.3200               42.2700
003138    01     20080625    COKE                   39.5500               40.2500
003138    01     20080626    COKE                   39.4700               39.0100
003138    01     20080627    COKE                   38.8900               39.4600
003138    01     20080630    COKE                   36.9800               39.4900
003138    01     20080701    COKE                   36.2200               36.2600
003138    01     20080702    COKE                   34.2500               36.3400
003138    01     20080703    COKE                   33.6500               34.1900
003138    01     20080707    COKE                   34.0500               34.9300
003138    01     20080708    COKE                   35.3200               34.4400
003138    01     20080709    COKE                   33.5100               35.8600
003138    01     20080710    COKE                   34.5300               33.9900
003138    01     20080711    COKE                   33.8400               34.6900
003138    01     20080714    COKE                   33.1200               33.5700
003138    01     20080715    COKE                   33.4700               33.0000
003138    01     20080716    COKE                   33.5000               33.7900
003138    01     20080717    COKE                   34.1600               33.8000
003138    01     20080718    COKE                   33.8900               34.4900
003138    01     20080721    COKE                   33.5000               34.4900
003138    01     20080722    COKE                   34.8800               33.2600
003138    01     20080723    COKE                   34.3200               34.9000
003138    01     20080724    COKE                   34.6500               34.8200
003138    01     20080725    COKE                   35.0500               35.5100
003138    01     20080728    COKE                   34.9500               35.5000
003138    01     20080729    COKE                   34.0000               35.3000
003138    01     20080730    COKE                   33.0500               34.3900
003138    01     20080731    COKE                   33.6300               33.0000
003138    01     20080801    COKE                   32.7500               33.8000
003138    01     20080804    COKE                   32.6100               32.8900
003138    01     20080805    COKE                   34.0300               33.2700
003138    01     20080806    COKE                   34.1600               34.0500
003138    01     20080807    COKE                   33.5900               34.1500
003138    01     20080808    COKE                   33.5700               32.6800
003138    01     20080811    COKE                   36.4900               33.8900
003138    01     20080812    COKE                   37.6700               36.5000
003138    01     20080813    COKE                   39.6300               38.7800
003138    01     20080814    COKE                   40.9900               39.7400
003138    01     20080815    COKE                   42.1700               41.8000
003138    01     20080818    COKE                   41.3400               42.1700
003138    01     20080819    COKE                   41.3900               42.2100
003138    01     20080820    COKE                   40.8300               42.5000
003138    01     20080821    COKE                   40.9300               40.5100
003138    01     20080822    COKE                   41.5900               41.1700
003138    01     20080825    COKE                   40.6000               41.8900
003138    01     20080826    COKE                   41.4100               40.8200
003138    01     20080827    COKE                   40.6000               41.3400
003138    01     20080828    COKE                   41.2000               40.7500
003138    01     20080829    COKE                   40.5800               41.0300
003138    01     20080902    COKE                   38.9700               41.1000
003138    01     20080903    COKE                   35.4700               38.9700
003138    01     20080904    COKE                   36.1700               35.6500
003138    01     20080905    COKE                   35.9400               36.6500
003138    01     20080908    COKE                   36.9000               36.9900
003138    01     20080909    COKE                   36.9200               36.9000
003138    01     20080910    COKE                   38.7800               37.1000
003138    01     20080911    COKE                   38.2900               38.9900
003138    01     20080912    COKE                   38.1200               37.9200
003138    01     20080915    COKE                   37.4200               36.9200
003138    01     20080916    COKE                   39.7500               37.8500
003138    01     20080917    COKE                   38.6900               39.9500
003138    01     20080918    COKE                   41.3300               39.2100
003138    01     20080919    COKE                   41.6300               43.8100
003138    01     20080922    COKE                   41.7700               42.2600
003138    01     20080923    COKE                   42.4900               41.9600
003138    01     20080924    COKE                   41.8300               43.3100
003138    01     20080925    COKE                   43.0100               42.0000
003138    01     20080926    COKE                   43.4400               42.8400
003138    01     20080929    COKE                   41.0200               43.4200
003138    01     20080930    COKE                   43.6600               42.7200
003138    01     20081001    COKE                   44.3100               43.5700
003138    01     20081002    COKE                   43.3200               44.8700
003138    01     20081003    COKE                   43.5200               44.1600
003138    01     20081006    COKE                   41.6200               43.0000
003138    01     20081007    COKE                   42.4100               42.1100
003138    01     20081008    COKE                   40.9700               41.4200
003138    01     20081009    COKE                   36.8000               42.4800
003138    01     20081010    COKE                   37.9600               35.2900
003138    01     20081013    COKE                   44.4400               42.5200
003138    01     20081014    COKE                   44.5900               45.9400
003138    01     20081015    COKE                   44.2300               44.5000
003138    01     20081016    COKE                   44.5300               45.7200
003138    01     20081017    COKE                   41.3300               43.4200
003138    01     20081020    COKE                   42.5900               43.0200
003138    01     20081021    COKE                   41.8600               42.8400
003138    01     20081022    COKE                   40.9100               41.0000
003138    01     20081023    COKE                   39.2700               41.6600
003138    01     20081024    COKE                   38.2800               39.0000
003138    01     20081027    COKE                   37.2400               39.0500
003138    01     20081028    COKE                   39.9600               38.5000
003138    01     20081029    COKE                   40.0300               40.4000
003138    01     20081030    COKE                   42.0000               40.0300
003138    01     20081031    COKE                   44.1800               41.9400
003138    01     20081103    COKE                   44.0400               44.7600
003138    01     20081104    COKE                   42.2300               44.0400
003138    01     20081105    COKE                   40.4200               41.9600
003138    01     20081106    COKE                   39.6800               40.2900
003138    01     20081107    COKE                   41.1800               40.0600
003138    01     20081110    COKE                   39.7800               42.0000
003138    01     20081111    COKE                   38.4100               39.6700
003138    01     20081112    COKE                   37.8600               38.1100
003138    01     20081113    COKE                   39.2500               37.7500
003138    01     20081114    COKE                   37.5000               38.8100
003138    01     20081117    COKE                   37.5200               37.3600
003138    01     20081118    COKE                   37.4500               37.7000
003138    01     20081119    COKE                   37.5000               37.3600
003138    01     20081120    COKE                   36.2000               37.0200
003138    01     20081121    COKE                   38.8200               36.8800
003138    01     20081124    COKE                   42.1500               39.4400
003138    01     20081125    COKE                   41.2600               42.3500
003138    01     20081126    COKE                   42.2000               40.4500
003138    01     20081128    COKE                   42.5600               42.2000
003138    01     20081201    COKE                   41.3000               42.6500
003138    01     20081202    COKE                   41.1400               41.9300
003138    01     20081203    COKE                   42.5700               41.1400
003138    01     20081204    COKE                   40.8600               42.2300
003138    01     20081205    COKE                   42.8200               41.0800
003138    01     20081208    COKE                   43.8600               43.0000
003138    01     20081209    COKE                   43.5400               43.8600
003138    01     20081210    COKE                   43.9800               44.0000
003138    01     20081211    COKE                   43.2500               43.9500
003138    01     20081212    COKE                   44.0700               43.2500
003138    01     20081215    COKE                   43.4700               44.0000
003138    01     20081216    COKE                   44.4000               43.9900
003138    01     20081217    COKE                   44.2600               44.4000
003138    01     20081218    COKE                   44.4500               44.0300
003138    01     20081219    COKE                   44.8200               38.5100
003138    01     20081222    COKE                   44.3900               44.7300
003138    01     20081223    COKE                   44.2500               44.6100
003138    01     20081224    COKE                   44.2000               44.7400
003138    01     20081226    COKE                   44.9800               44.4100
003138    01     20081229    COKE                   43.9900               44.8500
003138    01     20081230    COKE                   45.1200               44.4400
003138    01     20081231    COKE                   45.9600               45.0200
003138    01     20090102    COKE                   45.4700               45.0100
003138    01     20090105    COKE                   45.5800               45.9800
003138    01     20090106    COKE                   45.1400               45.9800
003138    01     20090107    COKE                   44.5100               45.4400
003138    01     20090108    COKE                   45.6700               44.7600
003138    01     20090109    COKE                   45.5500               45.5400
003138    01     20090112    COKE                   45.1200               45.6300
003138    01     20090113    COKE                   44.7800               44.9250
003138    01     20090114    COKE                   44.6100               44.7800
003138    01     20090115    COKE                   45.0800               44.8000
003138    01     20090116    COKE                   44.7700               44.0000
003138    01     20090120    COKE                   43.9500               44.5600
003138    01     20090121    COKE                   45.1400               44.2500
003138    01     20090122    COKE                   44.7800               44.6500
003138    01     20090123    COKE                   44.0700               44.0000
003138    01     20090126    COKE                   44.7400               44.2000
003138    01     20090127    COKE                   46.1500               44.7400
003138    01     20090128    COKE                   46.5400               46.2500
003138    01     20090129    COKE                   45.4400               45.9400
003138    01     20090130    COKE                   44.9500               45.7000
003138    01     20090202    COKE                   46.9700               44.8500
003138    01     20090203    COKE                   47.4900               46.7200
003138    01     20090204    COKE                   45.0000               47.0000
003138    01     20090205    COKE                   45.4700               45.0900
003138    01     20090206    COKE                   45.9700               45.3700
003138    01     20090209    COKE                   45.0100               45.9500
003138    01     20090210    COKE                   45.0100               45.1100
003138    01     20090211    COKE                   46.5500               45.1300
003138    01     20090212    COKE                   47.9400               47.8800
003138    01     20090213    COKE                   47.4700               47.9000
003138    01     20090217    COKE                   46.0500               47.1400
003138    01     20090218    COKE                   45.9800               46.0000
003138    01     20090219    COKE                   46.4100               46.3200
003138    01     20090220    COKE                   46.3800               45.8900
003138    01     20090223    COKE                   44.9600               46.5700
003138    01     20090224    COKE                   46.4300               45.0000
003138    01     20090225    COKE                   44.8700               46.2600
003138    01     20090226    COKE                   44.8500               45.0800
003138    01     20090227    COKE                   43.7500               44.0000
003138    01     20090302    COKE                   44.5000               43.5000
003138    01     20090303    COKE                   42.9300               45.0400
003138    01     20090304    COKE                   40.8600               43.3800
003138    01     20090305    COKE                   38.1100               40.3700
003138    01     20090306    COKE                   38.2900               38.8900
003138    01     20090309    COKE                   37.7500               38.1000
003138    01     20090310    COKE                   41.1300               38.7000
003138    01     20090311    COKE                   43.0500               43.6000
003138    01     20090312    COKE                   45.5800               42.7400
003138    01     20090313    COKE                   44.6400               45.6500
003138    01     20090316    COKE                   45.3200               45.2300
003138    01     20090317    COKE                   46.0000               45.1600
003138    01     20090318    COKE                   49.9900               46.0900
003138    01     20090319    COKE                   51.1200               50.7300
003138    01     20090320    COKE                   51.6400               51.0000
003138    01     20090323    COKE                   53.3500               51.7500
003138    01     20090324    COKE                   52.1000               53.0000
003138    01     20090325    COKE                   52.8500               52.1000
003138    01     20090326    COKE                   53.7100               53.0000
003138    01     20090327    COKE                   51.6800               53.5000
003138    01     20090330    COKE                   51.7500               51.5000
003138    01     20090331    COKE                   52.0500               52.1500
003138    01     20090401    COKE                   51.5000               51.4600
003138    01     20090402    COKE                   52.6200               51.5000
003138    01     20090403    COKE                   51.8100               52.6700
003138    01     20090406    COKE                   52.2600               51.3800
003138    01     20090407    COKE                   51.8100               51.5000
003138    01     20090408    COKE                   51.9600               50.0200
003138    01     20090409    COKE                   52.5500               51.8800
003138    01     20090413    COKE                   52.4100               52.5000
003138    01     20090414    COKE                   51.2500               51.9500
003138    01     20090415    COKE                   51.9500               51.1000
003138    01     20090416    COKE                   53.6500               52.5400
003138    01     20090417    COKE                   53.6600               53.7400
003138    01     20090420    COKE                   53.5900               53.6900
003138    01     20090421    COKE                   53.6800               53.5600
003138    01     20090422    COKE                   53.3800               52.9500
003138    01     20090423    COKE                   53.4400               53.5400
003138    01     20090424    COKE                   53.4500               53.9800
003138    01     20090427    COKE                   52.4300               53.0000
003138    01     20090428    COKE                   53.0400               52.4000
003138    01     20090429    COKE                   53.4200               53.5000
003138    01     20090430    COKE                   52.1200               53.9800
003138    01     20090501    COKE                   51.3200               52.1600
003138    01     20090504    COKE                   50.8200               51.9000
003138    01     20090505    COKE                   48.9100               50.5000
003138    01     20090506    COKE                   48.9200               48.2500
003138    01     20090507    COKE                   47.8000               49.3000
003138    01     20090508    COKE                   46.8700               48.3000
003138    01     20090511    COKE                   46.3300               46.8700
003138    01     20090512    COKE                   48.6200               47.4400
003138    01     20090513    COKE                   47.4000               49.2500
003138    01     20090514    COKE                   51.1900               47.7200
003138    01     20090515    COKE                   48.9200               51.0000
003138    01     20090518    COKE                   49.5000               49.5800
003138    01     20090519    COKE                   48.4000               48.9200
003138    01     20090520    COKE                   48.7600               48.5600
003138    01     20090521    COKE                   47.5400               48.5000
003138    01     20090522    COKE                   47.5700               47.6400
003138    01     20090526    COKE                   49.8000               47.8500
003138    01     20090527    COKE                   49.6400               49.8000
003138    01     20090528    COKE                   49.5300               50.4500
003138    01     20090529    COKE                   48.7800               49.8000
003138    01     20090601    COKE                   53.3400               50.3900
003138    01     20090602    COKE                   53.6600               53.1400
003138    01     20090603    COKE                   55.1900               54.0400
003138    01     20090604    COKE                   55.9600               55.7300
003138    01     20090605    COKE                   56.6800               57.0000
003138    01     20090608    COKE                   56.5200               56.6800
003138    01     20090609    COKE                   56.3200               56.6800
003138    01     20090610    COKE                   55.6100               56.0500
003138    01     20090611    COKE                   56.6500               55.9700
003138    01     20090612    COKE                   56.3500               56.7200
003138    01     20090615    COKE                   56.2000               56.5900
003138    01     20090616    COKE                   56.1600               55.7300
003138    01     20090617    COKE                   56.7200               56.0100
003138    01     20090618    COKE                   56.4200               56.4000
003138    01     20090619    COKE                   55.8800               57.0200
003138    01     20090622    COKE                   54.6500               55.3900
003138    01     20090623    COKE                   54.3600               54.8900
003138    01     20090624    COKE                   54.2500               54.3200
003138    01     20090625    COKE                   55.0600               54.1700
003138    01     20090626    COKE                   58.1800               54.6400
003138    01     20090629    COKE                   55.7800               57.5000
003138    01     20090630    COKE                   55.1300               56.6600
003138    01     20090701    COKE                   55.4800               55.9000
003138    01     20090702    COKE                   54.9500               55.0400
003138    01     20090706    COKE                   55.0100               55.0000
003138    01     20090707    COKE                   54.0900               55.2000
003138    01     20090708    COKE                   52.7500               54.5500
003138    01     20090709    COKE                   53.1400               52.8600
003138    01     20090710    COKE                   54.2200               53.5700
003138    01     20090713    COKE                   54.1800               54.5000
003138    01     20090714    COKE                   54.2500               54.3200
003138    01     20090715    COKE                   54.9900               54.5900
003138    01     20090716    COKE                   55.5500               54.4900
003138    01     20090717    COKE                   55.8100               55.7100
003138    01     20090720    COKE                   55.5700               55.9900
003138    01     20090721    COKE                   54.1400               56.0800
003138    01     20090722    COKE                   54.1300               53.4000
003138    01     20090723    COKE                   54.8600               54.1500
003138    01     20090724    COKE                   55.1800               54.3500
003138    01     20090727    COKE                   56.4800               55.6500
003138    01     20090728    COKE                   57.1500               55.9600
003138    01     20090729    COKE                   57.0800               56.9900
003138    01     20090730    COKE                   57.0300               57.1000
003138    01     20090731    COKE                   56.5200               56.5700
003138    01     20090803    COKE                   56.5300               57.2600
003138    01     20090804    COKE                   55.7400               56.0200
003138    01     20090805    COKE                   55.8300               55.4500
003138    01     20090806    COKE                   54.3200               55.4400
003138    01     20090807    COKE                   54.6400               55.2600
003138    01     20090810    COKE                   54.1200               54.0000
003138    01     20090811    COKE                   54.0200               53.8000
003138    01     20090812    COKE                   54.6500               54.1300
003138    01     20090813    COKE                   54.8400               55.0600
003138    01     20090814    COKE                   54.0300               54.9400
003138    01     20090817    COKE                   54.3100               54.0000
003138    01     20090818    COKE                   54.7400               54.0000
003138    01     20090819    COKE                   54.6900               54.1100
003138    01     20090820    COKE                   54.8100               54.7000
003138    01     20090821    COKE                   55.5800               55.6300
003138    01     20090824    COKE                   55.1700               55.7200
003138    01     20090825    COKE                   55.5400               54.9900
003138    01     20090826    COKE                   55.5300               55.2200
003138    01     20090827    COKE                   55.2600               55.0000
003138    01     20090828    COKE                   54.3200               55.8000
003138    01     20090831    COKE                   54.0600               54.2100
003138    01     20090901    COKE                   48.9000               53.4100
003138    01     20090902    COKE                   48.2500               48.9400
003138    01     20090903    COKE                   49.0800               48.6800
003138    01     20090904    COKE                   49.8500               49.5600
003138    01     20090908    COKE                   48.4700               50.1500
003138    01     20090909    COKE                   49.1900               48.5700
003138    01     20090910    COKE                   49.5600               49.6400
003138    01     20090911    COKE                   49.1200               49.6000
003138    01     20090914    COKE                   49.6000               48.7000
003138    01     20090915    COKE                   49.9100               49.3800
003138    01     20090916    COKE                   49.7500               49.8800
003138    01     20090917    COKE                   49.0000               49.4400
003138    01     20090918    COKE                   49.0500               49.1900
003138    01     20090921    COKE                   49.3400               49.3200
003138    01     20090922    COKE                   48.7100               49.3700
003138    01     20090923    COKE                   48.9600               48.8500
003138    01     20090924    COKE                   48.2700               48.9700
003138    01     20090925    COKE                   48.8000               48.0000
003138    01     20090928    COKE                   48.7200               48.8600
003138    01     20090929    COKE                   48.6500               48.8100
003138    01     20090930    COKE                   48.4300               48.8200
003138    01     20091001    COKE                   47.6100               48.3500
003138    01     20091002    COKE                   47.1200               47.2500
003138    01     20091005    COKE                   47.1700               47.1600
003138    01     20091006    COKE                   47.7500               47.6100
003138    01     20091007    COKE                   47.8300               47.9600
003138    01     20091008    COKE                   48.0000               48.3100
003138    01     20091009    COKE                   49.0500               48.2300
003138    01     20091012    COKE                   49.2400               49.4400
003138    01     20091013    COKE                   49.1000               49.1200
003138    01     20091014    COKE                   49.2000               49.5000
003138    01     20091015    COKE                   47.4200               48.7700
003138    01     20091016    COKE                   47.0400               47.5000
003138    01     20091019    COKE                   47.8800               47.4500
003138    01     20091020    COKE                   48.0100               48.1700
003138    01     20091021    COKE                   47.5200               48.0000
003138    01     20091022    COKE                   46.6700               47.4400
003138    01     20091023    COKE                   45.9300               46.5900
003138    01     20091026    COKE                   45.0300               45.9000
003138    01     20091027    COKE                   45.2100               45.1000
003138    01     20091028    COKE                   45.3800               45.6500
003138    01     20091029    COKE                   45.6700               46.0200
003138    01     20091030    COKE                   44.9100               45.5000
003138    01     20091102    COKE                   45.2400               45.3200
003138    01     20091103    COKE                   44.5500               45.2500
003138    01     20091104    COKE                   44.0900               44.8600
003138    01     20091105    COKE                   44.3900               44.5000
003138    01     20091106    COKE                   44.4300               44.1400
003138    01     20091109    COKE                   44.2900               44.9100
003138    01     20091110    COKE                   44.1000               44.3000
003138    01     20091111    COKE                   44.5200               44.4400
003138    01     20091112    COKE                   44.0400               44.6800
003138    01     20091113    COKE                   44.6200               44.1200
003138    01     20091116    COKE                   46.7800               45.2100
003138    01     20091117    COKE                   46.9700               46.4700
003138    01     20091118    COKE                   47.4200               47.3800
003138    01     20091119    COKE                   45.8700               47.4500
003138    01     20091120    COKE                   46.0500               45.8700
003138    01     20091123    COKE                   46.5500               46.5600
003138    01     20091124    COKE                   47.5000               47.3000
003138    01     20091125    COKE                   47.0000               47.6000
003138    01     20091127    COKE                   46.0500               46.0900
003138    01     20091130    COKE                   47.3400               46.6200
003138    01     20091201    COKE                   48.9900               47.6900
003138    01     20091202    COKE                   50.6800               49.0000
003138    01     20091203    COKE                   50.1500               50.9800
003138    01     20091204    COKE                   52.3500               51.0900
003138    01     20091207    COKE                   53.6800               52.7800
003138    01     20091208    COKE                   53.8000               53.2900
003138    01     20091209    COKE                   54.5000               53.8000
003138    01     20091210    COKE                   54.6400               54.8900
003138    01     20091211    COKE                   55.0000               54.9400
003138    01     20091214    COKE                   55.0000               55.0000
003138    01     20091215    COKE                   54.9000               55.0000
003138    01     20091216    COKE                   54.9400               55.0500
003138    01     20091217    COKE                   54.9400               54.5000
003138    01     20091218    COKE                   54.4100               55.0000
003138    01     20091221    COKE                   54.0700               54.4800
003138    01     20091222    COKE                   54.8500               53.8700
003138    01     20091223    COKE                   54.8500               54.9000
003138    01     20091224    COKE                   54.9500               54.8400
003138    01     20091228    COKE                   55.0600               54.7900
003138    01     20091229    COKE                   55.0000               55.2000
003138    01     20091230    COKE                   54.8700               54.4800
003138    01     20091231    COKE                   54.0200               54.9400
003138    01     20100104    COKE                   53.5900               53.2800
003138    01     20100105    COKE                   52.2400               53.4100
003138    01     20100106    COKE                   52.4500               52.2400
003138    01     20100107    COKE                   51.7300               52.6800
003138    01     20100108    COKE                   51.5000               51.5000
003138    01     20100111    COKE                   51.3300               51.5400
003138    01     20100112    COKE                   50.7500               51.0000
003138    01     20100113    COKE                   52.4400               50.8000
003138    01     20100114    COKE                   52.0500               52.4700
003138    01     20100115    COKE                   50.9900               52.2500
003138    01     20100119    COKE                   51.2700               51.0000
003138    01     20100120    COKE                   50.8000               51.0700
003138    01     20100121    COKE                   50.0000               51.0000
003138    01     20100122    COKE                   49.5900               50.0000
003138    01     20100125    COKE                   50.1900               50.1500
003138    01     20100126    COKE                   48.7100               49.3500
003138    01     20100127    COKE                   51.5000               48.7500
003138    01     20100128    COKE                   50.6400               51.7900
003138    01     20100129    COKE                   50.4700               50.6200
003138    01     20100201    COKE                   50.7900               50.8800
003138    01     20100202    COKE                   50.5000               50.6600
003138    01     20100203    COKE                   50.2300               50.2000
003138    01     20100204    COKE                   48.5000               49.9600
003138    01     20100205    COKE                   49.1200               48.7200
003138    01     20100208    COKE                   49.4800               50.9600
003138    01     20100209    COKE                   50.5200               50.2600
003138    01     20100210    COKE                   50.5400               50.7400
003138    01     20100211    COKE                   51.4900               50.5700
003138    01     20100212    COKE                   51.8100               51.0000
003138    01     20100216    COKE                   51.5000               52.2300
003138    01     20100217    COKE                   51.8900               51.5000
003138    01     20100218    COKE                   51.8500               51.7000
003138    01     20100219    COKE                   51.6800               51.8500
003138    01     20100222    COKE                   51.2700               51.8500
003138    01     20100223    COKE                   51.3000               51.2500
003138    01     20100224    COKE                   51.6700               51.5300
003138    01     20100225    COKE                   57.0300               53.1200
003138    01     20100226    COKE                   55.6500               56.7800
003138    01     20100301    COKE                   56.4000               55.7100
003138    01     20100302    COKE                   56.9600               56.5500
003138    01     20100303    COKE                   57.2000               56.8000
003138    01     20100304    COKE                   57.4000               57.1500
003138    01     20100305    COKE                   58.6400               57.3100
003138    01     20100308    COKE                   58.9100               58.6400
003138    01     20100309    COKE                   58.9200               58.9100
003138    01     20100310    COKE                   58.3600               59.2500
003138    01     20100311    COKE                   58.1600               58.1800
003138    01     20100312    COKE                   58.2800               58.1200
003138    01     20100315    COKE                   58.6800               58.2800
003138    01     20100316    COKE                   59.1300               58.9300
003138    01     20100317    COKE                   58.8300               59.0000
003138    01     20100318    COKE                   58.9600               58.7400
003138    01     20100319    COKE                   59.0900               59.0000
003138    01     20100322    COKE                   59.1700               58.7500
003138    01     20100323    COKE                   60.0600               59.1400
003138    01     20100324    COKE                   59.8000               60.1700
003138    01     20100325    COKE                   59.0100               59.7900
003138    01     20100326    COKE                   58.7800               59.0400
003138    01     20100329    COKE                   58.6500               58.7900
003138    01     20100330    COKE                   59.0000               58.9700
003138    01     20100331    COKE                   58.6600               58.6600
003138    01     20100401    COKE                   58.4500               58.6300
003138    01     20100405    COKE                   58.7800               58.4200
003138    01     20100406    COKE                   58.8000               58.7800
003138    01     20100407    COKE                   58.2700               58.5100
003138    01     20100408    COKE                   57.2700               58.2200
003138    01     20100409    COKE                   56.7900               57.4300
003138    01     20100412    COKE                   55.7600               56.8900
003138    01     20100413    COKE                   56.2600               56.0500
003138    01     20100414    COKE                   58.7900               56.7400
003138    01     20100415    COKE                   58.5400               58.5400
003138    01     20100416    COKE                   56.6400               58.6000
003138    01     20100419    COKE                   56.2900               56.6500
003138    01     20100420    COKE                   56.8800               56.5800
003138    01     20100421    COKE                   56.3100               57.0000
003138    01     20100422    COKE                   54.7700               55.7600
003138    01     20100423    COKE                   54.5300               54.7800
003138    01     20100426    COKE                   55.1900               54.8900
003138    01     20100427    COKE                   54.9500               54.6800
003138    01     20100428    COKE                   54.7600               55.3400
003138    01     20100429    COKE                   55.8900               55.3900
003138    01     20100430    COKE                   55.0800               56.0600
003138    01     20100503    COKE                   55.3800               55.0800
003138    01     20100504    COKE                   55.2500               55.1400
003138    01     20100505    COKE                   55.2200               54.4500
003138    01     20100506    COKE                   55.5000               55.2700
003138    01     20100507    COKE                   54.5300               55.0300
003138    01     20100510    COKE                   56.5300               56.5500
003138    01     20100511    COKE                   55.9400               56.0000
003138    01     20100512    COKE                   56.3200               56.3300
003138    01     20100513    COKE                   55.4100               56.3000
003138    01     20100514    COKE                   52.9200               55.0100
003138    01     20100517    COKE                   51.7900               53.3400
003138    01     20100518    COKE                   52.0100               52.0600
003138    01     20100519    COKE                   51.6500               52.0100
003138    01     20100520    COKE                   50.5100               50.9600
003138    01     20100521    COKE                   51.6000               50.1700
003138    01     20100524    COKE                   50.6300               51.8200
003138    01     20100525    COKE                   49.7900               50.0500
003138    01     20100526    COKE                   49.8300               50.2300
003138    01     20100527    COKE                   51.4900               50.8000
003138    01     20100528    COKE                   49.7600               51.5000
003138    01     20100601    COKE                   48.1300               49.2300
003138    01     20100602    COKE                   49.4100               48.6600
003138    01     20100603    COKE                   50.0300               49.8100
003138    01     20100604    COKE                   48.6500               49.5000
003138    01     20100607    COKE                   47.6900               49.1300
003138    01     20100608    COKE                   47.4000               47.7100
003138    01     20100609    COKE                   47.5300               47.8900
003138    01     20100610    COKE                   48.4700               48.4800
003138    01     20100611    COKE                   50.3200               48.2500
003138    01     20100614    COKE                   50.5800               50.5500
003138    01     20100615    COKE                   51.0900               51.1100
003138    01     20100616    COKE                   50.4200               50.9700
003138    01     20100617    COKE                   50.8800               51.1600
003138    01     20100618    COKE                   50.3700               51.2100
003138    01     20100621    COKE                   49.7400               50.6500
003138    01     20100622    COKE                   49.5500               49.9300
003138    01     20100623    COKE                   49.4016               49.9000
003138    01     20100624    COKE                   48.2300               49.3700
003138    01     20100625    COKE                   48.5500               48.4800
003138    01     20100628    COKE                   48.3600               48.7800
