gvkey,iid,datadate,tic,cshtrd,prccd,prchd,prcld,prcod
003138,01,20140926,COKE,11436.0000,75.7400,77.3100,75.0000,75.3800
003138,01,20140929,COKE,13470.0000,74.9700,75.4790,74.5627,74.9800
003138,01,20140930,COKE,20462.0000,74.6300,75.2200,74.4100,75.0500
003138,01,20141001,COKE,16867.0000,74.1300,74.7050,73.5000,74.2600
003138,01,20141002,COKE,7295.0000,73.8700,74.7469,73.0386,73.9600
003138,01,20141003,COKE,16637.0000,76.0600,76.6620,74.3700,74.5300
003138,01,20141006,COKE,10046.0000,76.0600,76.8400,75.6301,76.5900
003138,01,20141007,COKE,20310.0000,75.7500,76.4700,75.4400,75.5800
003138,01,20141008,COKE,38715.0000,78.6900,78.9100,75.0700,75.3700
003138,01,20141009,COKE,13545.0000,77.0200,78.7000,76.8000,78.2500
003138,01,20141010,COKE,28293.0000,78.5900,79.5200,76.2695,76.8200
003138,01,20141013,COKE,28250.0000,80.5500,81.0200,78.6400,78.9400
003138,01,20141014,COKE,53033.0000,82.5500,83.4200,80.4601,80.6700
003138,01,20141015,COKE,39172.0000,82.8400,83.4700,80.2701,82.2800
003138,01,20141016,COKE,26064.0000,82.0300,83.1500,81.2101,81.3300
003138,01,20141017,COKE,19763.0000,81.5100,83.3800,81.1800,83.3800
003138,01,20141020,COKE,14470.0000,81.3200,81.6100,78.7200,80.6100
003138,01,20141021,COKE,39416.0000,81.2800,81.2900,79.7700,81.2000
003138,01,20141022,COKE,20706.0000,81.6300,81.6900,80.2200,81.0200
003138,01,20141023,COKE,27860.0000,81.9800,82.7900,79.5701,81.9000
003138,01,20141024,COKE,10493.0000,82.6100,82.6100,81.5210,81.9800
003138,01,20141027,COKE,12234.0000,83.0800,83.4700,81.5700,82.6800
003138,01,20141028,COKE,33908.0000,87.0500,87.3300,82.7000,83.6900
003138,01,20141029,COKE,24277.0000,86.9600,87.9700,85.0600,86.9000
003138,01,20141030,COKE,16606.0000,89.2900,89.2900,86.9600,87.2300
003138,01,20141031,COKE,33799.0000,90.4400,91.2875,89.3700,89.5000
003138,01,20141103,COKE,25056.0000,91.3100,91.3300,89.3680,89.7800
003138,01,20141104,COKE,21032.0000,91.4100,92.4400,89.8401,90.4200
003138,01,20141105,COKE,14059.0000,90.6500,92.8100,89.3500,91.8600
003138,01,20141106,COKE,14316.0000,90.8200,91.0499,89.0000,90.3800
003138,01,20141107,COKE,16319.0000,90.0000,92.1220,89.0000,90.1000
003138,01,20141110,COKE,24589.0000,88.9600,90.3800,87.5410,90.3800
003138,01,20141111,COKE,10652.0000,90.2700,90.4300,87.7850,88.6100
003138,01,20141112,COKE,19137.0000,91.1900,91.4400,89.6014,89.9500
003138,01,20141113,COKE,13017.0000,90.0800,92.0000,89.7900,90.5900
003138,01,20141114,COKE,17789.0000,91.6800,91.9800,90.0100,90.1600
003138,01,20141117,COKE,18062.0000,90.6200,91.9000,90.1950,91.5300
003138,01,20141118,COKE,12752.0000,91.4900,92.3900,90.7001,91.2900
003138,01,20141119,COKE,25182.0000,91.6800,93.4200,90.4000,91.6950
003138,01,20141120,COKE,25016.0000,92.4600,92.8400,90.2300,91.9100
003138,01,20141121,COKE,13195.0000,92.4900,93.9800,92.1900,93.2700
003138,01,20141124,COKE,10053.0000,93.4300,93.5350,91.7300,91.7900
003138,01,20141125,COKE,9448.0000,92.3900,94.1300,92.1800,93.5200
003138,01,20141126,COKE,6825.0000,93.3700,93.7200,92.0500,92.8800
003138,01,20141128,COKE,11607.0000,94.5600,95.6500,93.7300,93.7300
003138,01,20141201,COKE,80597.0000,86.3500,93.5600,86.2800,93.0600
003138,01,20141202,COKE,407804.0000,88.2200,89.4900,84.3100,86.0400
003138,01,20141203,COKE,35760.0000,87.2900,89.3600,86.7100,88.9300
003138,01,20141204,COKE,23820.0000,88.1600,89.8900,85.4300,86.8700
003138,01,20141205,COKE,22715.0000,89.3400,89.9200,87.4000,87.9300
003138,01,20141208,COKE,32029.0000,86.0300,89.3400,85.3200,88.8800
003138,01,20141209,COKE,22648.0000,86.4800,86.7000,83.0900,85.0000
003138,01,20141210,COKE,25778.0000,85.1300,87.5600,84.8100,86.3100
003138,01,20141211,COKE,30338.0000,88.4200,88.8625,84.9700,84.9700
003138,01,20141212,COKE,17891.0000,84.5700,89.7342,84.4400,87.4400
003138,01,20141215,COKE,29629.0000,82.6600,84.9500,82.3200,84.8000
003138,01,20141216,COKE,19957.0000,83.8100,85.0400,82.7200,82.7200
003138,01,20141217,COKE,16847.0000,87.2000,87.2000,84.5200,84.5200
003138,01,20141218,COKE,17820.0000,88.7200,88.8200,86.5664,88.0000
003138,01,20141219,COKE,36988.0000,86.7400,88.7200,86.2900,88.3900
003138,01,20141222,COKE,17320.0000,87.6400,87.9300,86.2500,87.2800
003138,01,20141223,COKE,19996.0000,87.7400,88.5700,86.2400,87.4700
003138,01,20141224,COKE,4829.0000,88.1900,88.4000,86.9044,87.7500
003138,01,20141226,COKE,7871.0000,88.5500,89.2000,87.7500,88.7500
003138,01,20141229,COKE,12564.0000,87.9400,89.2100,87.2000,88.6700
003138,01,20141230,COKE,16338.0000,88.3100,90.0400,87.5100,87.6000
003138,01,20141231,COKE,21148.0000,88.0300,90.2490,88.0000,88.9900
003138,01,20150102,COKE,30286.0000,89.8700,90.1000,86.9000,88.7900
003138,01,20150105,COKE,13625.0000,89.2000,90.0273,88.3687,89.0700
003138,01,20150106,COKE,11811.0000,88.5900,89.6300,88.0000,89.2000
003138,01,20150107,COKE,13153.0000,89.1300,89.4900,88.0000,89.3700
003138,01,20150108,COKE,12560.0000,90.1800,90.2000,88.1500,89.3800
003138,01,20150109,COKE,17726.0000,90.2200,90.2500,88.4430,89.8100
003138,01,20150112,COKE,9963.0000,90.2300,90.7900,89.5300,89.6500
003138,01,20150113,COKE,12882.0000,91.3000,91.5600,90.0000,90.7700
003138,01,20150114,COKE,10215.0000,91.6000,91.6000,89.4800,90.3500
003138,01,20150115,COKE,23410.0000,93.8600,93.8900,90.6220,92.3000
003138,01,20150116,COKE,32961.0000,95.9900,95.9900,92.4200,93.4100
003138,01,20150120,COKE,19115.0000,98.4700,99.0800,94.8400,95.4200
003138,01,20150121,COKE,17839.0000,99.4000,99.5300,98.0000,98.7000
003138,01,20150122,COKE,12263.0000,102.8500,102.8900,98.8800,99.5000
003138,01,20150123,COKE,42335.0000,104.0100,104.8000,100.4800,102.2500
003138,01,20150126,COKE,19817.0000,105.0700,105.7000,100.3200,104.8600
003138,01,20150127,COKE,28204.0000,103.9300,105.0000,102.1650,105.0000
003138,01,20150128,COKE,23982.0000,101.0300,104.5300,99.4600,103.5100
003138,01,20150129,COKE,33900.0000,98.6900,101.5400,97.6300,100.9700
003138,01,20150130,COKE,29205.0000,97.5400,100.1400,96.3600,97.7000
003138,01,20150202,COKE,28934.0000,97.2800,98.1000,95.9600,97.0000
003138,01,20150203,COKE,26147.0000,98.5400,99.5928,96.3900,97.9200
003138,01,20150204,COKE,31798.0000,101.5800,102.5200,98.1600,99.0000
003138,01,20150205,COKE,12084.0000,101.9200,102.4200,100.3357,102.4200
003138,01,20150206,COKE,24375.0000,100.5000,102.3099,100.3000,101.6500
003138,01,20150209,COKE,18561.0000,99.6800,100.3900,98.9000,99.8500
003138,01,20150210,COKE,18293.0000,100.1500,101.3473,99.0600,100.5700
003138,01,20150211,COKE,9795.0000,99.5200,100.4600,99.5000,99.7700
003138,01,20150212,COKE,6337.0000,100.2900,100.5300,99.9400,100.0900
003138,01,20150213,COKE,15932.0000,100.7700,100.9800,98.9220,100.6400
003138,01,20150217,COKE,19333.0000,100.3200,100.9400,99.0001,100.7900
003138,01,20150218,COKE,18778.0000,102.9400,102.9800,99.2000,100.0000
003138,01,20150219,COKE,15915.0000,101.7900,103.2400,101.0667,102.1400
003138,01,20150220,COKE,20297.0000,102.2400,103.9900,101.2100,101.8900
003138,01,20150223,COKE,18143.0000,102.7600,103.8600,100.9520,101.7600
003138,01,20150224,COKE,13416.0000,103.3800,103.9900,100.3300,102.1800
003138,01,20150225,COKE,6336.0000,103.5900,104.0000,102.3010,103.9500
003138,01,20150226,COKE,12890.0000,103.8000,104.9300,103.2800,104.1900
003138,01,20150227,COKE,13727.0000,104.3900,107.3900,104.0000,104.2500
003138,01,20150302,COKE,9177.0000,105.6500,106.4715,105.0000,105.0000
003138,01,20150303,COKE,20255.0000,106.3700,106.6900,105.4200,105.7400
003138,01,20150304,COKE,23176.0000,104.2400,106.3300,103.4800,106.0000
003138,01,20150305,COKE,46811.0000,101.4100,104.5825,99.2810,104.3000
003138,01,20150306,COKE,23907.0000,102.0100,103.0500,100.4163,100.7200
003138,01,20150309,COKE,33036.0000,105.6800,105.9800,102.3900,102.3900
003138,01,20150310,COKE,21893.0000,104.8400,106.0000,103.0001,104.2800
003138,01,20150311,COKE,19543.0000,103.6400,105.4300,103.5100,104.6900
003138,01,20150312,COKE,23826.0000,106.4800,107.0300,103.9900,104.7000
003138,01,20150313,COKE,21925.0000,106.6500,106.9700,105.0100,105.7000
003138,01,20150316,COKE,16862.0000,107.9000,108.0000,105.7100,106.6500
003138,01,20150317,COKE,9992.0000,106.1700,107.9200,105.7000,107.9200
003138,01,20150318,COKE,14181.0000,107.0000,107.8000,105.8400,106.7700
003138,01,20150319,COKE,12313.0000,106.7700,107.1499,105.1245,107.0000
003138,01,20150320,COKE,17945.0000,107.5900,108.0000,106.3719,107.0000
003138,01,20150323,COKE,16057.0000,107.3900,108.0000,107.1801,108.0000
003138,01,20150324,COKE,24072.0000,108.8800,109.6600,107.4600,107.7500
003138,01,20150325,COKE,16653.0000,106.8800,109.9600,106.8800,109.4800
003138,01,20150326,COKE,17607.0000,106.9700,107.4800,105.1200,107.4800
003138,01,20150327,COKE,27058.0000,111.5700,112.0000,106.5200,107.1100
003138,01,20150330,COKE,20278.0000,113.5700,116.1100,111.6000,112.5800
003138,01,20150331,COKE,10254.0000,113.0600,113.9900,112.1400,113.8800
003138,01,20150401,COKE,14891.0000,114.0000,114.2400,112.4301,113.6000
003138,01,20150402,COKE,18039.0000,114.5200,115.0000,113.7200,114.0900
003138,01,20150406,COKE,36621.0000,115.4300,115.8400,113.9900,113.9900
003138,01,20150407,COKE,12984.0000,115.7100,115.7600,114.8200,115.6600
003138,01,20150408,COKE,13762.0000,116.0000,116.0000,115.2000,116.0000
003138,01,20150409,COKE,18183.0000,114.5100,116.4500,114.0500,116.4500
003138,01,20150410,COKE,19522.0000,115.8600,115.9900,114.2400,114.3200
003138,01,20150413,COKE,16114.0000,115.0700,116.0300,114.6500,116.0300
003138,01,20150414,COKE,8195.0000,115.3000,115.9800,114.8200,115.0500
003138,01,20150415,COKE,9342.0000,115.1100,115.9600,114.8641,115.8600
003138,01,20150416,COKE,8230.0000,115.0500,115.2000,114.3779,114.5500
003138,01,20150417,COKE,15727.0000,111.3200,115.0200,111.3100,114.1200
003138,01,20150420,COKE,7407.0000,113.7000,113.7450,112.5300,112.6800
003138,01,20150421,COKE,10380.0000,114.7300,114.9800,112.1300,113.3600
003138,01,20150422,COKE,10503.0000,114.1900,115.4874,113.8100,115.0000
003138,01,20150423,COKE,17231.0000,113.0400,114.7600,112.0701,114.0000
003138,01,20150424,COKE,8264.0000,113.3600,114.1084,113.0000,113.3200
003138,01,20150427,COKE,9728.0000,114.0100,114.6000,113.4128,113.5000
003138,01,20150428,COKE,8360.0000,113.9500,114.5300,113.7100,114.5300
003138,01,20150429,COKE,12431.0000,111.4600,114.5000,111.2000,113.9700
003138,01,20150430,COKE,28693.0000,113.0000,114.0354,111.5000,111.5000
003138,01,20150501,COKE,11977.0000,111.5100,113.9400,111.5100,113.9400
003138,01,20150504,COKE,13542.0000,112.3200,113.3000,111.3400,112.5400
003138,01,20150505,COKE,22211.0000,112.2500,112.4700,111.2600,111.6700
003138,01,20150506,COKE,18687.0000,113.2600,113.7500,111.2650,111.4700
003138,01,20150507,COKE,13706.0000,113.0000,113.6700,112.0000,112.8600
003138,01,20150508,COKE,11058.0000,113.2000,113.7000,112.1800,113.3800
003138,01,20150511,COKE,22601.0000,113.1600,114.5100,112.5700,112.5700
003138,01,20150512,COKE,26135.0000,111.2600,113.0000,111.2600,112.7900
003138,01,20150513,COKE,20170.0000,111.7700,112.8800,111.2005,111.6900
003138,01,20150514,COKE,15403.0000,112.4700,113.0000,111.5200,112.9400
003138,01,20150515,COKE,11079.0000,112.5200,113.2400,112.1400,112.7000
003138,01,20150518,COKE,22480.0000,113.0800,113.0900,111.0700,112.1200
003138,01,20150519,COKE,14480.0000,113.8700,114.2000,113.0000,113.0000
003138,01,20150520,COKE,21989.0000,115.4300,115.9300,113.2093,114.0000
003138,01,20150521,COKE,16427.0000,114.4000,116.4000,114.1100,115.9300
003138,01,20150522,COKE,13570.0000,113.0000,115.9200,112.6200,114.9200
003138,01,20150526,COKE,21553.0000,113.0000,114.2900,112.7100,112.9700
003138,01,20150527,COKE,14127.0000,113.5500,114.0200,113.0000,113.0500
003138,01,20150528,COKE,9721.0000,112.5300,113.1200,112.0900,112.9300
003138,01,20150529,COKE,16539.0000,113.5700,113.9999,112.0700,112.9800
003138,01,20150601,COKE,95538.0000,122.5000,122.7500,113.6700,116.4900
003138,01,20150602,COKE,128695.0000,123.2800,125.1500,120.3800,122.1700
003138,01,20150603,COKE,39931.0000,124.0200,124.7800,122.9300,122.9300
003138,01,20150604,COKE,42366.0000,124.3100,125.6250,123.0301,124.4700
003138,01,20150605,COKE,33578.0000,123.8500,124.7600,122.2000,124.0000
003138,01,20150608,COKE,21589.0000,123.0200,124.2000,121.0000,123.2700
003138,01,20150609,COKE,21858.0000,121.7100,123.1500,121.2601,123.1500
003138,01,20150610,COKE,19137.0000,122.4100,123.7600,122.0000,122.1800
003138,01,20150611,COKE,14926.0000,123.8900,124.5400,122.7800,122.7800
003138,01,20150612,COKE,16075.0000,123.0000,124.0700,122.3900,123.1900
003138,01,20150615,COKE,21781.0000,122.9800,123.2600,121.2600,122.4300
003138,01,20150616,COKE,28470.0000,124.7400,125.2400,122.0000,122.8800
003138,01,20150617,COKE,35663.0000,130.4400,130.6800,124.7700,125.4000
003138,01,20150618,COKE,27558.0000,133.1300,133.5900,124.0100,130.4800
003138,01,20150619,COKE,48644.0000,137.2100,137.9900,133.5300,133.9800
003138,01,20150622,COKE,68937.0000,144.4900,145.9300,139.2600,141.0800
003138,01,20150623,COKE,47663.0000,144.2500,146.0000,143.0000,146.0000
003138,01,20150624,COKE,33225.0000,143.3200,145.9800,143.2900,143.7800
003138,01,20150625,COKE,31658.0000,145.5300,146.5500,143.1300,144.4200
003138,01,20150626,COKE,55041.0000,148.9800,149.3999,145.6300,145.6300
003138,01,20150629,COKE,49932.0000,149.6300,153.0400,146.9500,148.9000
003138,01,20150630,COKE,36240.0000,151.0700,152.7600,149.9411,152.7600
003138,01,20150701,COKE,42650.0000,155.4100,155.6360,151.1100,151.9300
003138,01,20150702,COKE,44138.0000,153.3300,156.6900,151.5800,155.0600
003138,01,20150706,COKE,36609.0000,154.7400,155.7502,152.2901,155.2800
003138,01,20150707,COKE,36281.0000,152.9400,155.4500,150.6000,153.7400
003138,01,20150708,COKE,28089.0000,153.4700,155.5100,151.8801,152.0000
003138,01,20150709,COKE,24427.0000,154.0800,155.4600,153.1673,153.4000
003138,01,20150710,COKE,52996.0000,164.3500,165.3300,154.4200,155.1900
003138,01,20150713,COKE,60091.0000,168.4300,170.3500,159.1600,159.1600
003138,01,20150714,COKE,47202.0000,170.9200,171.9899,167.0000,168.9500
003138,01,20150715,COKE,61263.0000,172.0600,175.5000,171.0600,172.0000
003138,01,20150716,COKE,136473.0000,154.3500,173.7200,148.0600,173.0000
003138,01,20150717,COKE,100937.0000,162.2000,162.9300,149.7300,154.3500
003138,01,20150720,COKE,112275.0000,155.0000,164.0899,151.7005,163.9500
003138,01,20150721,COKE,105228.0000,152.6200,156.7950,152.0000,155.2500
003138,01,20150722,COKE,33935.0000,152.7900,153.4400,150.0001,150.7100
003138,01,20150723,COKE,59649.0000,147.9400,153.7000,146.5700,152.2100
003138,01,20150724,COKE,42304.0000,151.6200,153.0000,147.9200,147.9700
003138,01,20150727,COKE,58335.0000,157.5100,157.5400,149.6600,151.0200
003138,01,20150728,COKE,51636.0000,156.9100,161.0000,155.0100,161.0000
003138,01,20150729,COKE,51262.0000,155.0000,158.7999,153.0801,157.1800
003138,01,20150730,COKE,32552.0000,159.4800,160.4000,153.4100,153.4100
003138,01,20150731,COKE,48851.0000,162.0000,162.6444,157.7700,158.2700
003138,01,20150803,COKE,41537.0000,160.2400,163.0700,156.0162,163.0700
003138,01,20150804,COKE,85467.0000,165.0000,166.7700,157.6189,160.2500
003138,01,20150805,COKE,57099.0000,165.7700,174.1000,165.0600,170.0000
003138,01,20150806,COKE,44517.0000,162.1100,170.0000,160.4400,167.2200
003138,01,20150807,COKE,25726.0000,163.2800,167.5200,160.3200,162.0000
003138,01,20150810,COKE,46327.0000,162.5200,166.9700,161.4000,164.5500
003138,01,20150811,COKE,32726.0000,162.2600,164.1975,161.0680,162.4500
003138,01,20150812,COKE,31085.0000,160.8600,162.6300,160.2600,160.2600
003138,01,20150813,COKE,33442.0000,160.5700,162.9400,160.5100,161.3100
003138,01,20150814,COKE,35160.0000,162.8500,163.2900,160.2200,160.2200
003138,01,20150817,COKE,19282.0000,166.3200,166.3200,161.5400,161.5400
003138,01,20150818,COKE,43828.0000,164.7000,166.1700,163.2200,166.1700
003138,01,20150819,COKE,34695.0000,161.2500,164.7614,160.6701,164.3500
003138,01,20150820,COKE,43657.0000,158.6200,160.7000,155.9600,160.7000
003138,01,20150821,COKE,43012.0000,154.1500,156.9300,152.4700,156.4200
003138,01,20150824,COKE,118892.0000,155.5500,155.9900,126.3100,144.5000
003138,01,20150825,COKE,44330.0000,160.5500,162.0000,156.7900,160.8000
003138,01,20150826,COKE,41498.0000,161.8000,163.1800,158.8100,163.1800
003138,01,20150827,COKE,44191.0000,155.8300,162.9899,152.1900,162.6000
003138,01,20150828,COKE,59580.0000,157.5600,157.5600,151.6800,155.1000
003138,01,20150831,COKE,46491.0000,154.2300,158.9300,152.4900,155.9800
003138,01,20150901,COKE,75247.0000,154.1400,155.1800,152.0300,152.5000
003138,01,20150902,COKE,27109.0000,159.3100,159.3100,153.3800,154.4000
003138,01,20150903,COKE,43529.0000,163.2000,165.2600,158.4718,159.0000
003138,01,20150904,COKE,32824.0000,157.3500,162.9200,156.1600,162.5200
003138,01,20150908,COKE,45913.0000,165.2700,168.0000,158.6400,159.1100
003138,01,20150909,COKE,40187.0000,160.7900,167.6801,160.1200,166.5000
003138,01,20150910,COKE,29915.0000,162.0000,163.1600,160.0500,160.4800
003138,01,20150911,COKE,32612.0000,163.0500,163.5000,160.6400,160.6400
003138,01,20150914,COKE,39308.0000,164.3100,167.1000,161.3000,162.7000
003138,01,20150915,COKE,39937.0000,164.6000,165.5300,162.8300,165.2800
003138,01,20150916,COKE,28152.0000,165.0000,165.6700,163.5400,165.4000
003138,01,20150917,COKE,43231.0000,171.1800,173.1000,164.7200,164.7200
003138,01,20150918,COKE,128367.0000,166.3500,174.0920,163.6300,171.1500
003138,01,20150921,COKE,33934.0000,169.2700,169.8100,164.4000,168.3500
003138,01,20150922,COKE,51142.0000,170.4300,171.7800,165.7400,171.2900
003138,01,20150923,COKE,31372.0000,173.2300,173.7800,170.8700,171.1500
003138,01,20150924,COKE,77816.0000,185.3100,186.6300,172.8800,172.8800
003138,01,20150925,COKE,95235.0000,189.1300,194.4310,187.7400,189.9000
003138,01,20150928,COKE,64989.0000,192.3900,194.7300,189.2850,190.1200
003138,01,20150929,COKE,47941.0000,193.7000,195.7300,189.8600,192.1600
003138,01,20150930,COKE,131824.0000,193.3800,199.8700,192.9100,195.6500
003138,01,20151001,COKE,43931.0000,191.0000,193.3400,190.5800,192.8100
003138,01,20151002,COKE,37149.0000,195.1500,195.1500,188.5298,190.0800
003138,01,20151005,COKE,46868.0000,198.8300,199.0600,195.0600,195.0600
003138,01,20151006,COKE,66572.0000,206.6900,207.3300,197.9127,199.6300
003138,01,20151007,COKE,128927.0000,217.4600,220.9300,205.3300,206.7500
003138,01,20151008,COKE,81800.0000,210.8700,219.9500,208.0000,218.0700
003138,01,20151009,COKE,40752.0000,214.3100,215.9300,210.8800,210.8800
003138,01,20151012,COKE,35980.0000,215.8200,215.9700,212.3100,213.5300
003138,01,20151013,COKE,41074.0000,214.8200,218.7800,214.2900,215.0000
003138,01,20151014,COKE,34545.0000,211.6300,216.0000,211.0100,215.8200
003138,01,20151015,COKE,24821.0000,212.5700,213.2946,210.0700,212.6300
003138,01,20151016,COKE,44430.0000,212.0000,213.7300,211.4200,213.5700
003138,01,20151019,COKE,52162.0000,212.5500,215.0080,211.7073,213.1400
003138,01,20151020,COKE,30539.0000,214.3900,214.3900,210.7300,211.5500
003138,01,20151021,COKE,27932.0000,211.2000,214.6600,210.5900,214.6600
003138,01,20151022,COKE,38237.0000,212.6300,213.7200,210.5510,212.0000
003138,01,20151023,COKE,35676.0000,212.5600,214.7500,210.8807,214.7500
003138,01,20151026,COKE,64116.0000,208.5500,213.1450,208.1100,212.9500
003138,01,20151027,COKE,61417.0000,208.0400,211.1800,208.0400,209.2700
003138,01,20151028,COKE,68942.0000,214.7300,216.4700,208.1700,208.7900
003138,01,20151029,COKE,35052.0000,213.0700,217.1300,212.1100,215.0000
003138,01,20151030,COKE,57704.0000,211.2100,215.0200,210.3800,215.0000
003138,01,20151102,COKE,38800.0000,209.9700,213.3557,208.8450,210.2900
003138,01,20151103,COKE,59694.0000,207.4200,208.9400,202.0000,207.7500
003138,01,20151104,COKE,149201.0000,176.3600,204.0000,175.0000,201.0000
003138,01,20151105,COKE,86788.0000,185.6000,189.0300,176.0000,176.0000
003138,01,20151106,COKE,37908.0000,188.9500,189.1800,185.0000,185.3300
003138,01,20151109,COKE,43094.0000,182.7600,188.6800,182.1000,185.5500
003138,01,20151110,COKE,46389.0000,180.3200,185.5924,179.7100,181.6300
003138,01,20151111,COKE,52953.0000,184.3600,186.2192,180.4900,180.7000
003138,01,20151112,COKE,44981.0000,176.6100,184.3900,175.0100,183.4800
003138,01,20151113,COKE,26939.0000,176.7800,180.1841,176.2800,176.5000
003138,01,20151116,COKE,27026.0000,175.4600,178.7300,175.0000,176.5000
003138,01,20151117,COKE,35386.0000,173.1500,178.4700,170.0100,176.4600
003138,01,20151118,COKE,34255.0000,172.3800,173.8430,171.2500,172.1500
003138,01,20151119,COKE,57503.0000,172.9700,174.9199,171.5200,174.2500
003138,01,20151120,COKE,78567.0000,188.6300,194.4700,173.2350,173.3000
003138,01,20151123,COKE,47182.0000,192.8900,195.4100,185.1700,186.9300
003138,01,20151124,COKE,40082.0000,188.1200,195.0399,185.6235,192.4300
003138,01,20151125,COKE,42016.0000,193.1500,195.2100,188.2910,188.5500
003138,01,20151127,COKE,15819.0000,198.6900,199.7800,193.2345,193.8200
003138,01,20151130,COKE,39456.0000,193.6700,198.3600,193.2800,198.0000
003138,01,20151201,COKE,99045.0000,193.6500,194.8500,188.0100,193.0000
003138,01,20151202,COKE,22418.0000,193.4000,193.7900,190.7800,193.4900
003138,01,20151203,COKE,35265.0000,192.0600,200.9900,191.7300,193.9000
003138,01,20151204,COKE,22607.0000,193.1400,194.0100,191.2500,192.4300
003138,01,20151207,COKE,34369.0000,195.4900,200.3200,192.5600,192.8500
003138,01,20151208,COKE,30903.0000,195.1100,195.9700,191.1800,195.1300
003138,01,20151209,COKE,26171.0000,192.9400,197.5500,192.7400,194.6600
003138,01,20151210,COKE,24385.0000,189.9700,194.7800,189.6600,193.2600
003138,01,20151211,COKE,33036.0000,183.7700,188.5500,182.6300,188.5500
003138,01,20151214,COKE,43523.0000,191.6700,193.2000,181.1200,182.6700
003138,01,20151215,COKE,24780.0000,194.2200,197.8400,192.3000,192.9500
003138,01,20151216,COKE,32558.0000,194.7800,196.0100,191.7440,193.9700
003138,01,20151217,COKE,28834.0000,189.0200,196.1100,189.0200,195.6000
003138,01,20151218,COKE,128701.0000,182.8400,190.4400,181.9200,187.5700
003138,01,20151221,COKE,36286.0000,182.6000,188.1000,181.0000,183.0100
003138,01,20151222,COKE,14765.0000,183.9800,185.5815,180.4500,182.4500
003138,01,20151223,COKE,27008.0000,183.9200,185.2800,182.1900,184.3700
003138,01,20151224,COKE,42473.0000,178.6600,182.3192,176.8100,182.0900
003138,01,20151228,COKE,35936.0000,182.6100,184.9300,179.0100,179.0400
003138,01,20151229,COKE,38740.0000,181.9800,184.5100,180.3300,182.6100
003138,01,20151230,COKE,38025.0000,183.4000,186.5600,179.7100,180.6200
003138,01,20151231,COKE,77979.0000,182.5100,184.4600,180.5300,181.4500
003138,01,20160104,COKE,73391.0000,175.0500,183.4150,174.6100,180.4000
003138,01,20160105,COKE,32647.0000,176.7400,179.4100,174.3000,177.0200
003138,01,20160106,COKE,42177.0000,179.9500,181.9800,172.0000,175.1800
003138,01,20160107,COKE,37856.0000,177.4300,181.4700,176.0200,176.9400
003138,01,20160108,COKE,48410.0000,177.9000,178.6800,176.1000,176.4100
003138,01,20160111,COKE,58003.0000,172.5700,178.9483,171.5000,178.4200
003138,01,20160112,COKE,42306.0000,174.4600,177.4367,172.6200,173.1100
003138,01,20160113,COKE,43059.0000,169.1100,175.4521,168.3900,173.6800
003138,01,20160114,COKE,61333.0000,169.4900,169.8100,166.0500,167.6500
003138,01,20160115,COKE,69744.0000,166.0000,167.9729,158.8000,165.7300
003138,01,20160119,COKE,62712.0000,171.1800,174.1200,165.4100,165.9700
003138,01,20160120,COKE,56654.0000,172.5200,174.9800,166.0100,170.3000
003138,01,20160121,COKE,39358.0000,170.6000,175.0700,170.1300,173.4000
003138,01,20160122,COKE,50426.0000,167.8800,172.1600,165.0350,172.1600
003138,01,20160125,COKE,27205.0000,170.5900,172.4850,168.2621,169.0300
003138,01,20160126,COKE,25775.0000,170.3600,172.5753,168.9200,169.1900
003138,01,20160127,COKE,58011.0000,170.7000,171.7600,167.7500,171.0100
003138,01,20160128,COKE,47829.0000,177.3800,179.2600,171.0100,171.4000
003138,01,20160129,COKE,44593.0000,175.9000,180.5800,174.1600,178.7800
003138,01,20160201,COKE,29219.0000,173.6100,176.0000,173.6100,174.5000
003138,01,20160202,COKE,52732.0000,162.6100,172.2202,162.4500,169.4300
003138,01,20160203,COKE,39828.0000,163.1700,169.1280,162.5000,163.2700
003138,01,20160204,COKE,35247.0000,160.2500,166.2600,158.8810,163.1700
003138,01,20160205,COKE,69671.0000,155.5000,161.3800,155.0350,161.2000
003138,01,20160208,COKE,62612.0000,156.2500,157.0800,150.2631,154.4600
003138,01,20160209,COKE,45730.0000,163.9300,166.6094,151.3700,155.6500
003138,01,20160210,COKE,19236.0000,160.0100,172.0350,159.6100,166.0800
003138,01,20160211,COKE,27367.0000,160.2400,160.7250,155.5000,158.0400
003138,01,20160212,COKE,35100.0000,163.2800,164.9600,161.9468,162.8500
003138,01,20160216,COKE,61182.0000,164.7900,165.2100,162.2300,163.7400
003138,01,20160217,COKE,59965.0000,169.1500,170.9700,165.0000,165.3000
003138,01,20160218,COKE,44448.0000,168.7200,171.8100,165.4100,169.1900
003138,01,20160219,COKE,46910.0000,177.0000,177.9900,168.7298,169.9800
003138,01,20160222,COKE,130738.0000,167.9700,179.0450,167.6400,178.0000
003138,01,20160223,COKE,127803.0000,171.1900,173.7483,164.1900,168.7100
003138,01,20160224,COKE,52290.0000,173.2300,174.0000,169.6900,169.6900
003138,01,20160225,COKE,70760.0000,176.6900,179.7710,172.5200,174.2000
003138,01,20160226,COKE,57148.0000,173.6200,177.5600,171.9800,176.2400
003138,01,20160229,COKE,77077.0000,174.7200,176.0600,172.0450,173.0200
